text	label
to kidaina kallo mana dole ne wasting time kawai	negative
delegates kudi kawai	negative
 wai kai handler din nan ko dan pdp na wannan hoto haka ai hitler ma sai ya ji firgici ya kama shi	negative
why apc has failed 2013 shehu sani masanin komai	negative
chineekeee ooo hhhhwlh sae dae poverty talauci ya kasheka amma baxamu bayarba	negative
allah isa wannan ya zamu dalilin da ze sa ki zama ta gari a bar alfahari g muslimci da muslimai amma you a i swear	negative
pls n pls sadau din nan kanwar uwar wani ne a app dinnan neku barta tayi abun da taga shine daidai idan taje can ta hadu da mahaliccin takowa yaje yaji a nasa zunuban pls haba ba dama mutum ya bude twitter sai ya ga mgna akanta haba wlh am so anoyyed	negative
ana shigowa a kashe muta 85 a sati amma kana maganar wata biyu are u all ok	negative
kai jamaa baba ya je daura amma bai sake ba yana tunanin ya zasu kare d talakawa d safe wahala na lyk private jet 	negative
apc techniques buhari with almajiri during election campaign season buhari with his children in aso rock after the election	negative
haha  nigeria is a joke somun mata da allah mahallaci mun koma rokon halittas sa wallahi har naji kunya allah wadaran naka ya lalace	negative
how is it okay to romanticize an abusive relationship it was so uneasy to tolerate kabir singh behavior yarinya tana ta rokonshi kamar ta bauta mishi amma ya gaura mata mari 	negative
kaji gwani saikace shikadaine governor akasan mtsww	negative
hmmmmm shikuma larabcin ne kawai ya tsone masa ido hmmmmm my country people chai	negative
ka gan ka ko what a shame	negative
lolz baku hango wani rikici ba  ga lukman ga sumayya ga hajiya dasoga kuma yar kasan waje toh wai kallo y koma sama	negative
 wai sukace goat messi baici dusa baneh	negative
lmao nabi corona da gudu a gafarce nii	negative
wlh a harkan nan kamar akwai baqin ciki the way these girls insulting kai kace su saboda rufe jiki ma da hijab suke bacci ku kuma guys sai kun gamma kalle tsiraicin mace sai kuzo kuna wani surutun banza idan gaskia ne kowa yaje ya fara hana qanwar sa shigan banza	negative
labari da dumi diminsa bbc an kashe wani dan makaranta mu akan naira 3500  you can get the full story if you wish	negative
mun gaji fa for the past 23weeks films din da kuke saka wa have been on one cycle maimaitasu kawai kuke tayi mu kuma tsakani da allah mun gaji da kallon su	negative
lol uhmm ama ba a irin wurinki baaa	negative
wato kana jin maganganun mutumin nan rarara zaka gane bashi da lissfai wai yana farin cikin nasarar dari bisa million don allah wannan wane irin haukan fraction ne shi yasa ilimi yake da dadi alaji 	negative
kude full news zakuga illar dakeci bawai katsaya a headline bah	negative
bama so indai ba dollar zai ce a raba mana ba gaskiya mun yafe	negative
baba buhari declared june 12th democracy day in desperation for southwest votes	negative
allah ya sani gaskia labarina na this week ya bata min rai saboda banso lukman ya janyen soyayyarsa ba ga surayya anbar mahmud shi kadai kma dama ackin dinsa ba birgeni yake ba domin y cika xafin rai da yawan kishi to yanzu babban yayan mu ya za ai kenan saira	negative
anci kudin dalibai hahahahah is working	negative
sarakunan karya sae akoma fada what goes around comes around 	negative
ikon god kunji shugaban qasar arziki  au daman tsakaninka da mutanan da kake wakilta ana kashe su amma kace kana hakuri tabdijam	negative
kaji lalacewa irin ta nigeria  suma idan ba masifa ba maize kawosu	negative
atiku issues   i hail you sir   that is the kind of campaign we want   we do not need apc kind of corrosive pungent politics siyasar bana	negative
when baba mbuhari is in power   the herdsmen rejoice   but when atiku will be in power   the people of nigeria will rejoice	negative
hmm sai magana kuke ko mafitar aure baiwa dubawa akan wanna protest din al ummar arewa muna ta kukan amma ko kula mu bakwai yi allah wadai 	negative
 nigeria kasata wai duk speech din bahari na rantsuwa ya zama na banza kenan har wani fadi yake the evils one corruption amma ashe a banza duk karya ce abun kan wanda bai shiga apc bane god forbid	negative
wato sai ina ga kamar hukumomin kasar nan basu gano rikicin katsina zamfara da sokoto ba rikicin bandits bane wallahi faction ne na boko haram idan zasu yi da gaske suyi ba zancen sulhu da yan iska	negative
era of just awarding votes over 2013 mbuhari siyasar bana kenan	negative
hanta virus kuma  saura zuciya virus har an fara kirkirar wata cuta kuma aji tsoran allah a dinga fadar gaskiya da kuma yada alkairi	negative
kinga kiyi porn video ma sannan ki posting dinsa online allah yatsinewa wandama yakara miki nasiha duk iskancin dazakiyi baza a rubutaki acikin yan iskan da musulunci yasandasuba	negative
ah dama za a basu ai da sun rage zafi  amma ga wani malami can yara sun sashi hawan jini goma ten naira idan yace a qara taf ai ya taro aradu	negative
ehhh gsky yakamata tunda yatsufa karyaje yayi crashing a sama ya mutu 	negative
similarly almajiri is also baba achievement	negative
me yasa baku magana akan kisan da fulani suke yi wa kristocin southern kaduna a nigeria  	negative
qalubale a gareku matan arewagyara kayanka bazai ta6a zama sauke muraba gadai zahiri kuna gani mata farashin dollar ya danne na naira	negative
hi im new here whats going on ne wai naji zagi ko ta ina ne 	negative
imagine none muslim is doing muslims job where our masu kudi ina su aminu dogo suke sede kwarewa wajen toshe wa talakawa hanyar cin abinci 	negative
wato sai ina ga kamar hukumomin kasar nan basu gano rikicin katsina zamfara da sokoto ba rikicin bandits bane wallahi faction ne na boko haram idan zasu yi da gaske suyi ba zancen sulhu da yan iska	negative
wannan matar tana daya dga cikin mutanen da suka lalata wannan administration dinmuguwar makirar makaryaciyar macace whl	negative
ke dan gidanku bakasan yiwa mutane reply ko	negative
kuji munafukabata haife ki ba ne or is it that your own mum cannot shout at u too so wot idan ta muku fada mstwwwww if is ur own motheru wont make a video ai mstwww	negative
gaskia adamu ya haukace wrestling ma entertainment ne bama kwallon kafa ba gaskia ilimi yayi qaranci a wanga waje	negative
jaka wawuya kawai nidai kawai abinda zance miki ki daina ikirarin ke musulmace dan gara kawai ki koma arnancin kawai dan yafi miki kyau allah ya shiryeki in daki shiryu in badaki shiryuba kuma allah ya mana maganinki idiot 	negative
idon ya fasa qaruwa ubansa ya daki hancin mom dinsa da muciyaina shaa allah kowa allah zai hore masa kudin siya	negative
wlh kuwa and am sure u can do this rahma  sai dai munafukai su kawo addini a ciki	negative
we shall over come    and recover our stolen mandate insha allah	negative
sadau amma kinsha kwaya  kika dauki pic nan	negative
kai de har yanzun maganan primaries dinnan everybody knows it was a matter of money and not popullarity	negative
jan kutumar janbaki da hoda jagira  this sallah eno go be sweet sha	negative
you just want to wail in your wailers manner   maybe you were not in this world when budget was delayed for months baba dai ehen	negative
pdp says that baba party is paying social media influencers to create and spread lies	negative
innalillahi waina ilaihim rajiu  wannan ai so suke nan gaba a siyar da nigeria nan atiku yace zai siyar da nnpc amma a kai chi ai ni a ganina gara atiku wllh da yasiyar da nnpc din ai da min huta	negative
siyasa fa ya koma jihadi a kasar nan is a do or die affair	negative
kai anya kuwa mutanen nan ba guntuwar cigarette  suke jefawa ba 	negative
shege makaryaci karya yake dan uwarsa  diversional therapy	negative
wannan labarin karya ne domin gov ba yan bindiga ya ginama rijiyar burtsatse ba ya gina wadannan rijiyoyi ne ga mutanen da ke zaune a karkara wadanda ke fama da matsalar ruwan sha ina kira ga da ku guje yada labaran karya marassa asali 	negative
we were prepared to rather lose with baba than win with atiku	negative
hauka aiba wanda yakamata a kama inba itaba at her age tayi zindirr a gaban wanda ba muharramin ta ba ai wannnan daqiqanci ne	negative
innalillahi wainna ilaihi rajiun kaii sai kace shirin fim kullum satar mutane kamar satar kiyashi  allah kayi mana maganin wannan masifa	negative
very funny wallahi sallah rakaa arbain	negative
a very sad news this is the reason i dont like watching series sai mutum ya fara jindadi zaa tsaya kaii	negative
dalla can wai my people ko kunya bakya ji keda aure kam canopy 	negative
stupid set of ppl just help trend you guys couldnt na now wey una see a were at top 5 trends wlhi arewa twitter bbu kishi kwata kwata ina ruwan mu da ita tsakanin ta da allah ne wnn	negative
kuma abin haushi dukkan su basu fi 20years ba fa allah ya sauwaqe	negative
like the kardashians  youll be 1 of ur siss will be the other will be idan kuna sa qani dan daudu sai ya zama	negative
wai nikam kubarmu da buhari yakashemu pls naga kuma kunada takura habaa da wanne zamuji 	negative
tukunna ma sai next season zaku gane shayi ruwa ne	negative
kafi ruwa gudu ga filings me doki inama ace ni lawyer ne nima na samu kudin banza 	negative
hmm wanna bai kamata yazama mai magana da yawu fadar shugaba kasa yafikamata yazama mai magana dayawu fadar animals kaji mara tausayi mara imani god day see u abinci dazakaci sai kafadawa sojojo sune zasu baka damar cin abinci	negative
chaii i dont know what is wrong with you people basuma san kunayi ba please kuji da talauchinki 	negative
kumafa bbc wani lokaci bakuda aikinyi baku posting na hankali sai shirme yanzu wannan sakarcin yana cikin aikinku	negative
idan kuma akan kayan data sa ney kuma tabar private parts dinta ney a waje or wat just a slit a gaban gown shiney hankalin shegu ya tashi tou idan ya damey ku ku neymo chiko ta hoton ko ku bita gida ku dinke	negative
mudai muna allah wadai da abun da akamawa mahmud a film din labarina  domin munga yaudara tsagwaranta a wajen laila muna allah wadai da yaudaran da laila tayiwa mahmud 	negative
nima wani charges nake fuskanta na rasa wannan yasa da akemin abin tausaima da ba wasu kudi ke cikiba amma sai kaga anata ci au card maintenance fee alhali kuma card dinma tunda sukaminshi nike ajiye abuna 	negative
wallahi ba gaskiya bane students sama da mutum 15 sun mutu wasu ma haryanzu ba a samesu ba	negative
are dy islamic scholars da baza a raina su ba	negative
anything and everything anti pmb mbuhari anti apc    they will immediately retweet and or like      may be jumped for joy allah muka rike mu	negative
baba  buhari same story of all time	negative
baba sope u condemned baba jibril of sudan you accepted	negative
wallah bbc hausa basuda mutunchi wai hazard sarkin laulayi  cc	negative
gaskiya kam saboda yan sandan yanzu basu da mutunci wallahi most of them san zuciyar su yanzu yayi yawa  yan iska	negative
ƙarya kike you miss abroad dai coz of coro zaman gida dole 	negative
wlh wnn batun ganin wata a nigeria yana bani mamaki wlh ace almst every year mu wlh ana zaluntarmu idan kuwa angani a niger why not ayi sallah koh niger ba time zone dinmu daya ba amma sabida lalaci d son nuna a bayan saudiyya muke don a turo kudin ace araba su cinye 	negative
daman ya bada abu uku na mugunta badole yaci gaba da gallazawa talakawan arewa ba gashi tsohonsoja bafulutani  bakatsine  maanar next level fah shine talakawa yanzu kuka fara shan wahala ta	negative
see me c wahala ooo su da kundinsu wa yaga mulkin mallaka	negative
hanyar daya ceallah subhanahu wataala yace yadda talakawa suke haka masu mulkin su zasu kasance yanzu anwyi gari daga talakawan har masu mulkin mafi yawa azzalumainein ba gyara tsakaninn mu da ubangiji mukayiba bazamu sami saukiba wallahiwayasan wata cuta ebolalasacov 19	negative
to hell with yhu with d korona ana can ana kashe mutane kunyi shiru kun kasa cewa komai allah wadai da wanna mulki naku 	negative
we aint in support sef har da wani allah ya kiyaye 	negative
tun kafin a san pantami zai zama mininster muke sayan data 1gb akan n500 dga baya ta dawo n200 2gb n500 da kuma 15gb n300 pantami baiyi achieving komai ba sai karya da yaudara ya tashi dga mallam ya zama malummalum tirrrrr 	negative
su government dai anji kunya 	negative
hazard baiyi wlh 	negative
ashe duk wani camibinet dinka babu wanda xaeyi free  duk daure suh xakae  las las kah daure kanka 	negative
wlh atiku munafiki ne ma shi yazama gangs	negative
fadan dayafi karfinka da wani civiliane ya yi fada da soja guda yaci galaba akansa motoci xa ataso daga bariki su je su tashi hankalin al umma amma yanxu jirgi sukutun da guda yan boko haram suka sanbado kuma sun bayyana cewa sune amma wai ance its rumored 	negative
so he recovered within one week abi  in mukache covid business wasu basa yarda hmm	negative
24 hours after senate president sen  bukola saraki threathens to impeach president buhari  it appears 85 senators have signed munafukai	negative
bbc hausa nakasa yadda da wannan shirmen kodai kunhadu da sharrin yan kutsen naura me kwakwalwane wannan ai xalan akuyanci ne ku sauke wannan post din cin xarapine ga mutanen najeriya	negative
duk wani musulmin kwarae yayi gaggawar unfollow din wannan mummunar halittarwdda bataje islamiya bahallah k tsinema wanda yaja akayima fiyayyen halitta wannan abu	negative
kai za mu ɗora idan muka tsige baban namu rabaran fada inbakafasa sa atsige buhariba to ubanka yadaki hancin uwaka haha pastor ejike mbaka kai kace buhari adalin shugabane a baya yau kuma a tsige shi dan shege ya kawaii munafuki	negative
intenet a masallachi wani salo ne na karkatar da masu ibada zuwa wani abu daban amma a raayina bai da mahimmanchi	negative
yan iska dai marassa kishin kasa saboda allah ya laanci mai tada fitina kuma su basu ga yanda useless so called suke na police  ba kuma suna bata kayan mutane sun kafin abunda ya faru jiya da dare a lagos	negative
some people have almajiri spirit	negative
you cant intentionally kill somebody by yourself and remain sane in life   that young man is haunted and will continue to ne insha allah	negative
shegiya ashe ita ma tana da heart 	negative
kwankwaso is dividing kano that’s not how kano is before wahala de	negative
 money na munafuki	negative
desperate plans by pdp to launch a series of carefully choreographed fake news every single day till voting day to dama ai haka siyasa take	negative
wllh gaskiya dayace mulkin nigeria ya gagari buhari domin babu fannin da aka samu ci gaba a nigeria idan ka dubi matsalar tsaro da matsalar harkokin yau da kullum tsadar rayuwa ga rashin wutar lantarki ga matsalar kidnapping ga matsalar rashin aikinyi kai wllh ya gazaaa	negative
a duk lokacin da kakeso ka gano matsala akan wani toh tabbas ka shiga inda dole wataran sai an gani maaurata ba yara bane this is stupidity 	negative
zaria massacre  da kuma lekki massacre akwai evidence dan haka abin a fili yake komin karyar da lai mohammed zai sharara	negative
ba kyau ba dadi dan siyasa ahannun kidnapper 	negative
babban matsala ma da muguwa binta now the show startsziha don enta one chance 	negative
minister of electricity dr shekau kenan idan kaga an samu wuta a maiduguri sai in the day of resurrection kenan	negative
yanzu wannan tsohon yayin jirgin a fidda billion yin naira aka saya kai cho	negative
baba is part of almajiri	negative
a gsky malan baka kyauta mana ba ban tashi barci saina tabbatar da yau monday sannan zan tashi amma sai gashi ka dawo damu baya tunda aka fara shirin labarina banta ba kashe tv ba sai yau sbd naji haushin abun sosai mun sakankance zamuga ya mahmoud zai kare 	negative
naija my country ana iya hege a wagga gwamnati daga cewa secure north sai kora	negative
oga a wannan film din dai baka diba mana ba sbd mata sai cewa suke namiji badan goyo bane bako dake aradu 5 million ba wasa ba koni abinda zanyi kenansu kudi sheggu ne yasin	negative
gaskiya mal aminu saira ka kofsa wa gayu wllhi sae ka sanar 1hour b4 the film start mana yanxu ina da wata hanyar samun 3k this night saboda kawae inason na kalla yanxu kasa nayi asara biyu babu	negative
nidai ko taro baza a samu a wurina ba tunda bashi ko ajiya aka bani ba kuma zakka ko sadaka zanyi ba ni banci nanin ba nanin ta cini idan dai kuma ba kudin oxygen hasken rana hasken farin wata ko na ruwan sama zamu fara biya ba dan naga su kadai ne bama biyan bill 	negative
mtswww trashhhh yaushe ma ka iya hausar sosai tunda gashi nan sai ka aro yaren turawa kana amfani dashi arrogant kawai 	negative
france da shegantaka turkiyya da banbarewa misplaced priority 	negative
matsalar baa san suwa ya kamata a tsare ba so to hell	negative
why gaskiya mun kusa mu dena kallon labarina series maganan gaskiya na tsani sumayya	negative
anya yarintar nan ba yan daba zan kira mata ba got me	negative
muguwar mummunar bakar alaada ce shiya zaunar dani har shekaruna sun kusa expire	negative
allah sarki buhari wlh yanama da hakuri sosai ba ma su kawo kasa tangarda irin yan majalissa da antabasu sai suce ai suna da karfin iko kuma constitution yabasu dama tir da ku yan majalisa	negative
you can rant on twitter all you like but the ordinary south western who is not on twitter and will likely vote respects mk yan daban twitter kenan	negative
wannan shine zancen gobnatin buhari kullum tsawan shekara 2xuwa 3 mungaji da karyar buhari da yan barandarsa bad government	negative
 gaskiya meyin posting a bbc hausa baida manner a wajen magana gatsai yake magana amma naji dadin hakan yayi murnan mutuwa ya rasa mukàmin shi	negative
would you sit sit and say  baba in 2018 as he returns from yet another medical trip	negative
wai kowa yatashi sai yachi sosai kuwa kuma duka wanda suke cewa sosai kuwan nan basu da voters card mu munsane	negative
kuci uwarsoh sorry subulkalam ne ku gayyace su wlh	negative
bashirahmaad both you and profosinbajo are confuse with this statement who is honest person   please don  t tell me baba mbuhari	negative
saboda dama so ake akashe musulmai amma daga rikicin limanci sai kisa saboda alkalin daga church aka dauko shi ko toh allah ya isanmu	negative
gejonathan to south east leaders alhaji atiku does not need regional approval to pick obi	negative
mu bamu da black friday sai dai black sunday	negative
lolai inde kunga ya dauki shawara sede in jiyayi ance za a qaramai 4 more yrs a mulki 	negative
atiku was my preferred  candidate during the 2014 apc presidential primaries i don’t want wahala	negative
rate at which we had lots of christians supported and voted baba atiku this tells us religion here is scam	negative
da wani mummunan fiskanci agurin dalla gerrout	negative
matan yanzu ma ƙauyanci yayi musu waya tun canda akayi yayin abaya ama suje su tambayi elders nikam bazan ƙauyantarda masoyiyata bah wollah	negative
kullum wawanci da rashin kwarewar aiki ku na kara bayyana im highly disappointed in you guys 	negative
funny gaskiya an raina talakan nigeria wlh 	negative
badan anyi walkiya mun gano sirrin ba haba kaji maganganu kamar da baba buhari ne ke mulki da tuni an gama da bh da bamu san wani kidnapping ba da da da da kai wallahi da wasu ma sun mai da kabarinsa wurin ibadah 	negative
duk wani abu na rashin kan gado a kano ake farawa meye abaya day kuma	negative
everyman dai ka janye oga yaganki da kudi nh banzan shima bawai da gaske yake ba	negative
nima ina goyan bayan haka din kika tsutsa ya shiga cikin brain  din wannan bakatsinen	negative
imagine the way shes talking  ku bakuda gida neh sai kace villa enn gidan maman daura ne	negative
hmmm iska na wahar da me kayan karalemme be going 	negative
sad  sadau face	negative
a vote for mbuhari in 2019 means   miyetti allah will continue their onslaught on the middlebelt and spread to other parts	negative
ga error nan bayanki	negative
leave her to a rest he is a daughter of chopra sai antabo gida mu ina ruwan mu da wannan yaran abin haushi	negative
permit me to use their word unlettered baba has done what obj  yar adua of blessed memory and jonathan failed to do	negative
tir ƙashi uncountable matsala kenan	negative
allah ya isanmu dollars dinmu yakai aka wanke shi	negative
bbc dan allah idan kun rasa abin posting kuna saka mana hoton buhari mu zazzage sa kawaiplease 	negative
youre not a true madridsta since kina guduwa sbd lossing 	negative
subhanallah what a country are we living in our leaders fear god wlh youll account for all your actions in the day of resurrection idan kun cucemu kunaga kunci banxa to wlh sai allah ya ci ubanku a cilla ma mutane abinci daga sama sai kace dabbobi dai god is watching	negative
asuu karku yarda sae kunji alert mayaudara ne	negative
what in your opinion   is baba mbuhari  s biggest failure in his three and half years of presidency   kindly retweet	negative
ana tsiya a nigeria wannan shine powered by ammasco lubricant	negative
lallai muna da dakikan shuwagabanni a arewa kowen ne governor baida wani solution sai dai a rufe makarantar kwana 	negative
babu wani malami ko jamiin gwamnati dayace ayi addua saidaie suce at home  and wash your hands 	negative
godmmit wannan tsohon yarainamu wlhy	negative
wllh gaskiya dayace mulkin nigeria ya gagari buhari domin babu fannin da aka samu ci gaba a nigeria idan ka dubi matsalar tsaro da matsalar harkokin yau da kullum tsadar rayuwa ga rashin wutar lantarki ga matsalar kidnapping ga matsalar rashin aikinyi kai wllh ya gazaaa	negative
wallahi i always laugh when i see some presidential candidates what the heck are they thinking	negative
apc government is filled with crooks and diabolic creatures baba is a hypocrite   a liar and a fraud	negative
wannan ai yariga yayi experi	negative
2018 election wahala	negative
kasar ta gado bribery leadership	negative
wai anya akwai gwamnati a kasar nan kuwa ba yan taadda ke mulkin mu ba what a heck	negative
just coz of u sun taba allah da manzansa da addini baki daya tom munga kinyi against na macron previously yau kuma kin sabawa allah dalilin sabawar kinsa wani ya taba musulunci tom wallahi ksani saura kiris 	negative
to me ya faruu corona ta hanaku airing movie dinku ko	negative
hhhhh hk ake in tsoho baiji kunyar hawa jaki bah shikuma bazaiji kunyar totso ba da baka zuba dollar  d baagaya mk hk d abun kunyar d kayi	negative
kaji barawo ko ai idon magya ya waye babu wanda zai sake daukar kudinsa ya bayar saboda wani wanda bai damu da mutane kai allah wadae da wannan next level 	negative
bbc hausa nakasa yadda da wannan shirmen kodai kunhadu da sharrin yan kutsen naura me kwakwalwane wannan ai xalan akuyanci ne ku sauke wannan post din cin xarapine ga mutanen najeriya	negative
lagos state deported many almajiri out of the state	negative
ya hadiye dollars  ya za ae ku ganshi	negative
chairman yasha mari sai baba ya gani	negative
baba and his co travellers have no regards for the institution of democracy in nigeria	negative
shifa mahmoud baida saa gsky gashi shege ga summayya na neman cire a ranta gabadaya the worst part kuma maman laila tace mai me kodadden wando  this mgn make me laugh and laugh  i swear 	negative
a hada dasu aci ubansu ayi masu hukunci su aljannu  you can see our country people ko me ake nufi da hakan shes free ko mene anya kuwa kasan nan 	negative
yanda kanacewa ahmed musa da massalaci kanace da zuwa da may be yanzu duk zunuban taba hannun su fari washa su fati waraka su rahama sadau yafara washewa wataqila	negative
kwankwaso loss at the pdp presidential primaries really demystified himm in kano especially bama anje gaba ba	negative
da munsan origi da anold sun iya kwallo haka da muyi marking nasu amma gashi sun jawo mana zagi	negative
malama ranar lahira zance a dan kunna mun vedio din wasu a gidan wuta na kalla 	negative
i dont understand iya kudu kake mulka ne malam zakace wai kudancin nigeria to arewan faa	negative
a uwarwa ta zama girlfriend din 	negative
rashin salar jumaa a yau a garin kano da buga wasan kwalon ƙafa na tv	negative
wtf  meyasa suke mana haka ne wai 	negative
kagama iyayin ka baza dai kayi president din nigeria ba 	negative
ae lallai yazo mana da sabon salo da ba mu zata ba tunda kunce ya kare to maganar gaskiya shirin dks naku is inconclusive	negative
uban meh zamu ci in mun wanke hannuwanmuna ta wanke hannu everyday our hands are getting shorter why	negative
bandicts jiya ma da daddare sunshiga garin dan kaya dake sheme ward sunkashe mutum ukku aciki harda jaririsun kwashi dukiya sun ware abunsu kamar yadda suka sababayannan suntafi qauyen unguwar hayaqi nan ma sun kwashi dukiya suntafi hankalin su a kwance	negative
ko kanwar uwarka ce sai taci uwarta a lahira hoto daya mai tattare da barazana uku da wasu dakikai suka kasa ganewa 1barazana ga addinin musulunci 2barazana ga hausawa 3barazana ga iyayen da suke da shaawar kyale yayansu suyi film retweet if am right pls	negative
da fatan ba zai yi karewa irin na sabon salo bapls tallace tallace suna yawa yayin kallon its really boring	negative
yau ba ranar kulaku bace no charge no surp	negative
 yana ruwa inconclusive	negative
wannan tashar ba allah a ciki duk lokacin sallah shine lokacin programs nasu	negative
ni wlh baqin cikina da ake qara sa sunansa da muhammad this is annoying	negative
almajiri neglected street kids in nigeria and the north are baba buhari up and down mtss	negative
hmmm ana dara ga dare yayi wahala dey for who wey never no nigerian politicians	negative
kuna pretending kaman saint while duk cin ku ake yayan iska kawai kuje kuyi aure yafi ye muku wannan yawon banzan 	negative
a duk lokacin da kakeso ka gano matsala akan wani toh tabbas ka shiga inda dole wataran sai an gani maaurata ba yara bane this is stupidity 	negative
mutanen 9ja iyayen maula most especially mutanenmu	negative
daman ya bada abu uku na mugunta badole yaci gaba da gallazawa talakawan arewa ba gashi tsohonsoja bafulutani  bakatsine  maanar next level fah shine talakawa yanzu kuka fara shan wahala ta	negative
bella ciao yake ba chau ba mallama ke kullun baqauya kika qara zama	negative
very unfortunate dama ai mafi yawan su suna amfani da wannan damar ne domin suci zarafin talaka saboda ni shaida ne akan irin wannan mummunar dabiar ta mafi yawan jamian tsaron kasar nan samun damar shigar su aikin tsaro tamkar lasisin cin zarafi ne	negative
ta nura daxu ya ce bayan wuyar da aka sha already saidai ace goma ta mutuwa 	negative
kai tsaye haka ba innalillahi kawai abba kyari ya rasubbc kunci kai wlh	negative
 haba sai kace ana hauka shine wallai nigeria an raina matasa yoh dan shekara 71 daya kamata ace yana jiran mutuwarsa come n see	negative
yaranki nasan bakiso winning din nn ba 	negative
i hope he get the offer xue department of zoology ynda xaiji dadin koyawa 6eraye ynda ake satar daddawa asaka a pocket mai babban riga	negative
the most overated politician in nig he was an incumbent governor  malam kace gida ka huta kawai	negative
kai chuna da ganin wannan photo banji dadiba	negative
dan allah idan an girma asan an girma a wnn shekarun kana irin wnn maganar kace baa taba barna irin wnn lkcn ba abun nan fa abuse yake mai girma minista ina ganin girman ka	negative
da ya gane shayi ruwa ne this is so pathetic 	negative
yau kuma  amma ai shine yace ya kullemu sbd yanada hospital yanasamum kudi 	negative
ke kin fiya shisshigi in ma xakiyiwa wasu at least not croatia  haba	negative
never agree wllh laila vaxa ta taba auren mahmud ba bayan dan shege ne ma 	negative
kutumàr uba dama basa sawa  wayyo allah nayi missing wlh	negative
ni haryanxu inazargin likotocin waje suntabamasa brain  dinshi shiyasa yake shirme amulikinsa	negative
iyayen munafurci govenor zulum ya yi zargin akwai turawa da kiristoci a cikin boko haramiswap amma kunyi shiru akai da turawa a ka kashe da labarn kunta mai maitashi s some are white men asians and christians	negative
ana ga kidnappers kana ga allurar corona 	negative
yen yen yen yen anyi garkuwa da awakin wani dan siyasa har kunyi publishing amma nan abu ya faru a wurmakatsina baku sa ba	negative
nigeria ko  wato abar zargin yan kannywood kawai da bata tarbiya alhali ga inda ake film gaske a gaban alkali a kotu  ya kamata kotuna su dau mataki ko amatar gawa aka chigo da mutum indai mai laifi ne azar tar mai da hukunci dai dai da laifinchi 	negative
a shirye muke mukuma dalibai zamuyi zanga zanga game da wannan rashin imanin da kuke mana da kuma fg saboda kunqi daedae ta kanku shekara nawa kullun abu daya kawai ake	negative
nidae don allah abar yan jamia su koma school tunda aka budi kasuwa ae aa iya budi school kasuwa baifi school mutane ba  allah ya isa tsaka nin mu dasu	negative
kai jamaaaaaaaaa gsky kun iya munafurci kunfa san cruise ne kawai amma harkun wallapa	negative
tunda kun kasa yi masa interview muji me ze fada mana ai se ku rabu damuko wa ya fada muku beji dadi ba oho	negative
insecurity is baba achievement mbuhari	negative
munafuukai sun sa nigerian  nigerian a gaba	negative
don t vote for people who value cows more than human lives kuji fa	negative
gaskiya mal aminu saira ka kofsa wa gayu wllhi sae ka sanar 1hour b4 the film start mana yanxu ina da wata hanyar samun 3k this night saboda kawae inason na kalla yanxu kasa nayi asara biyu babu	negative
jack yayi suspending bbc news hausa	negative
amma dan shegiya neh tsohon nan am really disappointed with this speech	negative
wannan ba sabgar ki bace tsohuwa dan haka keep ur mther fking mouth	negative
jifan sa zasuyi kuma yaje zai gani wallahi meake da wani buhari shameless men 	negative
tafiyarsa da zamansa duk dayane basuda bambanci a domin ko yana cikin gida baya hana abmyi abinda akeda niyyaryi bashida bambanci da empty din kwali a bola wllh	negative
shege mai katun kai wato zakiyi sata ko lol not anymore nigeria tafi karfin atiku insha allah 	negative
wannan hukunci ba abinda zai rage na kara kai wa musulmi harahare in har zan kashe sama da mutum 50 amma sai dai life imprisonment tabbas kowa wa zai aikata sama dahaka tunda still yana nan a raye sannan in the future wata gwamnatin tabashiparole	negative
 abeggi ooo so so annoying haba dai allah sarki cersei	negative
bandicts jiya ma da daddare sunshiga garin dan kaya dake sheme ward sunkashe mutum ukku aciki harda jaririsun kwashi dukiya sun ware abunsu kamar yadda suka sababayannan suntafi qauyen unguwar hayaqi nan ma sun kwashi dukiya suntafi hankalin su a kwance	negative
very unfortunate dama ai mafi yawan su suna amfani da wannan damar ne domin suci zarafin talaka saboda ni shaida ne akan irin wannan mummunar dabiar ta mafi yawan jamian tsaron kasar nan samun damar shigar su aikin tsaro tamkar lasisin cin zarafi ne	negative
gaskia ne baba munfa sheda opposite din abunda ka fada	negative
kai ahe dai tsohuwa ce shiyasa take painting fuskar ta 	negative
this is a season of defection the gale of defection may even sweeps atiku himself to the apc  baba	negative
men are scumnamiji ba dan goyo baneh 	negative
waaii da abba gida gida anbashi zabensa da aka kwacegashi yanzu zaai gwajin corona gidagidakambalai dakaji sharri a social media ji zakai anacewa ashe gidagidan da ake nufi kenan yanzu saiku fassara mana	negative
the result of 2007 pdp presidential primaries election that produced baba jonathan exacerbated the activities of boko haram in the north east	negative
ga wani sabon video  true life story yadda soyayya tayi min illah	negative
bbc youre such irresponsible this matter is not debatable muyi ya addua shine mafita marar sa kan gado kawai	negative
ok munji wannan me sukace gameda wadanda suke kashe mana mutanenmu a kullum anan arewa su banditsbokoharam suma makiyane ok idan makiyane me yasa aka basu kulawa ta musamman su na farko an basu kudi da gidaje domin su daina kisa na biyu har kasan waje ake shirin ciresu	negative
